#obj MAE
0.004204951675902085 0.05132496917536407
0.005978138431043909 0.06448005782824782
0.007350921092385245 0.07007656785536205
0.009930439255732093 0.08102348081754528
0.00672490378798434 0.0668825516651788
0.004260529764169752 0.047375121611489185
0.004892605431663491 0.05304807946522608
0.0031573299466733824 0.04726338974181455
0.005699223080711851 0.06007190593933732
0.005480943138801662 0.0599681136785142
0.004406595094152127 0.05537139047223034
0.0039288342578394034 0.05080287689680485
0.003885321075494308 0.050110913243529454
0.0035662067058401022 0.050287434299884186
0.005956760073327613 0.06282086950959602
0.003628857569774032 0.05139024620826251
0.006006989617962788 0.06512119083345135
0.004338176519263977 0.05208441218186685
0.0042254550918827335 0.051428817228761116
0.006038473940814179 0.061944788614861794
0.0035639536490754834 0.049383252258363146
0.0037687380123788364 0.05118290133463949
0.0058702450313500455 0.06276745007107762
0.0046410475625456886 0.05378444565122073
0.004778876283221438 0.05427938318435193
0.005629184107399718 0.06138893974433697
0.0041054715613552785 0.05191625049567173
0.005879442412570618 0.06327024696484046
0.004111294709209518 0.05161069870362041
0.004219396108330282 0.05145047669796659
0.004316931206531031 0.052146172823708266
0.004181541791644841 0.05151369906682146
0.004265143281851208 0.05238816124844754
0.004197578036103582 0.051286845690600484
0.004168347295908835 0.05160662543966842
0.004119219624540207 0.049525852590299596
0.004153998230543158 0.0530936711532154
0.004176338034066056 0.05146952629117616
0.00421337059837302 0.051368175400313444
0.004182164729887115 0.052710416095811036
0.00420442039797533 0.051649763893477994
0.004088652079414577 0.050888830785316745
0.004192399837766877 0.049562914269826314
0.004008998919475024 0.050292219599076725
0.004232791145922551 0.05161161441905671
0.003572782430451153 0.04744178786835755
0.005068446230146177 0.05583509602800674
0.004160895135650236 0.051115000104482534
0.004177314810851459 0.05120480061077488
0.004389979004151679 0.05197810511686909
0.0037152240366527495 0.050276382200253905
0.004082629801565258 0.05116558631701265
0.003965167063712658 0.050093136761812665
0.004028573202268057 0.05058153978562172
0.004092852998601034 0.05030123859712952
0.004027868457813511 0.050740496504770125
0.004297507252376751 0.05153003576073618
0.004253141164722602 0.051600862475731875
0.0038631052664521944 0.04985933037711274
0.003918852297649322 0.05036288445518298
0.0041742187969101095 0.0509013730939108
0.0042051597664874586 0.051198805015523714
0.003820782320880094 0.04915601692154874
0.003929727422676721 0.04990843469393479
0.004134597394821909 0.05086084992526694
0.004057720479156918 0.05056576293771568
0.003928309802571876 0.050015869164442804
0.00399465893873091 0.05036916004773349
0.004132750635824128 0.05110732546294486
0.0037723844921731726 0.05069587020246993
0.004395054669880922 0.05221323763677798
0.0041629224078171805 0.05104407378875697
0.0039006246399863496 0.05003602047693531
0.004105999235060025 0.05115930610104254
0.003941524694256774 0.05010496493672311
0.004337976345975812 0.05244150944010618
0.0039022919669071164 0.049727162720451995
0.0044024295445125265 0.05226744495782851
0.003876968887961995 0.05002618883529595
0.00420325255869423 0.05185666742200859
0.003992423483430327 0.05005119427181186
0.0037752903836349165 0.049515441395621425
0.004313522800339261 0.052024345249092406
0.004000532885144725 0.05008749693651413
0.0042776346703152154 0.051706380041385475
0.004220874820912769 0.051546759031647287
0.004120413255154332 0.05102776276133574
0.0043275730422965035 0.052597052146293774
0.004819127931623609 0.05484128084958591
0.00427618528204339 0.052668796232733024
0.0048152511467120475 0.053954656013917086
0.004156040452449949 0.051087145754128246
0.004250886265347439 0.0515491767079507
0.004248479980020583 0.05157823850781423
0.004158033724450924 0.051092771922871046
0.004224634363309898 0.051527229865341743
0.0042420870507626695 0.05139961872224137
0.004710504219871692 0.054445419783402664
0.004046659441583457 0.05097697366383287
0.00412355562330644 0.0510039540995385
0.0042270312390585265 0.051527952976609386
0.004203954462943443 0.05187207362573176
0.004594262782823203 0.05343635063621481
0.004724227341310719 0.0545380805593477
0.0040427392881985155 0.05098913928240016
0.004100298796179422 0.050893962724174284
0.00425001682502078 0.05159659099402738
0.004599827300371528 0.05346053515169236
0.004187868221686075 0.05180145569082155
0.004216751701388826 0.051443478161310716
0.004118855515885337 0.050971598176127834
0.003577219735430677 0.04785325038580486
0.0045597390055975035 0.05440642366006727
0.0044395816940505884 0.05404252268855478
0.0037186100627768586 0.048705305341112996
0.0038017692741925692 0.0495300261823387
